scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2024-03-14_09-44-16_1,img004107.png,447.8898824060734,285.01904918523684,436.69426904488995,292.8688470591701,427.4289338494278,290.6811984713526,410.1851155689843,281.28717806484235,,
labeled-data,2024-03-14_09-44-16_1,img004634.png,426.14680044313104,279.7521982001677,414.56607929232166,286.2564388465127,400.7643979208091,283.876838610045,389.81823683305765,274.3584376641743,,
labeled-data,2024-03-14_09-44-16_1,img007112.png,,,533.6211120411299,273.9712103991319,522.8335909691431,273.33665033607383,507.44550943998536,269.8465699892546,7.960758164130226,317.5160550290421
labeled-data,2024-03-14_09-44-16_1,img012583.png,309.0497770539348,285.33105166471057,294.29625558783516,288.34521196423634,285.72969473655144,283.42737147553646,,,,
labeled-data,2024-03-14_09-44-16_1,img019731.png,445.6961420440082,279.2271485483826,436.0191010823729,287.15914933660827,424.43837993156353,285.41410916319865,413.3335788280476,277.9580284222665,,
labeled-data,2024-03-14_09-44-16_1,img030335.png,437.28993520999325,285.1313342123445,424.96917725727803,294.5185783667942,412.8439868911138,292.36733491473285,400.5232289383986,285.1313342123445,,
labeled-data,2024-03-14_09-44-16_1,img040342.png,,,531.8062201108202,273.1312636724729,522.644762122969,273.8545366715138,504.8040281466274,268.0683526791868,9.727112844633481,316.54725872959557
labeled-data,2024-03-14_09-44-16_1,img040607.png,449.58946099829905,277.7150645994883,438.1069410179623,285.9616016762756,424.11914395100666,283.8738707707598,411.9059181537394,275.62733369397256,,
labeled-data,2024-03-14_09-44-16_1,img050513.png,466.27882941149045,275.39728485907636,457.7856054823168,284.0191939992981,443.8876026891236,281.96023062252874,429.2174886296418,276.68413696955724,,
labeled-data,2024-03-14_09-44-16_1,img081840.png,464.50334969418435,287.5139591960855,455.77814882713614,296.23916006313374,443.08694756597515,293.7009198109015,429.44390621022706,285.45163899114687,8.800444530976133,316.9621188513096
labeled-data,2024-03-14_09-44-16_1,img090868.png,333.76075637120505,279.7786926971987,317.80379020124246,286.212953249603,308.6671402168284,280.5508039634872,305.063954307482,269.86993144649614,,
labeled-data,2024-03-14_09-44-16_1,img109653.png,456.95785965725804,282.2789742325107,447.43945871138726,291.0041750995589,434.43097741869724,289.41777494191376,419.67745595259754,283.07217431133324,5.9482114577900305,317.75786873471253
labeled-data,2024-03-14_09-44-16_1,img109732.png,454.04178389846595,279.5827962608547,445.24124250366935,288.9700404153044,434.8761604164645,286.818796963243,417.47064521342224,279.97393143395675,,
labeled-data,2024-03-14_09-44-16_1,img110593.png,421.18642935789194,287.01436454979404,412.5814555496464,296.20604111769273,399.478427250727,294.25036525218235,391.85129137523666,284.86312109773263,8.251480728315698,318.2617653824625
labeled-data,2024-03-14_09-44-16_1,img113692.png,406.3712655662894,277.90598086635293,393.46380485392103,286.5109546745985,380.7519117281037,282.20846777047575,377.0361275836341,270.2788449908626,,
labeled-data,2024-03-14_09-44-16_1,img115244.png,418.41503120865747,288.89737199296064,408.89232559109917,296.61848465584575,396.4098601194348,294.4308360680283,389.33217351179013,285.93761213885466,9.560484906202234,317.0830304919505
labeled-data,2024-03-14_09-44-16_1,img115937.png,,,527.3209035244352,277.3939578193382,516.6920224682128,278.0285178823963,502.2557810336421,273.2693174094609,,
labeled-data,2024-03-14_09-44-16_1,img127201.png,301.59740475575404,273.30074718797476,285.41612314777376,277.5840276136166,280.3396426433094,273.30074718797476,278.5946024698997,262.8305061475169,,
labeled-data,2024-03-14_09-44-16_1,img128140.png,442.1690504692862,287.55557731479706,431.99953596863236,297.3339566423489,421.43888629487645,295.3782807768385,407.3580200632019,287.94671248789916,,
labeled-data,2024-03-14_09-44-16_1,img128717.png,313.2582359739385,280.38731623970835,295.65715318434525,285.4720734900353,287.4433145492018,280.19174865315733,287.44331454920183,268.26212587354416,,
labeled-data,2024-03-14_09-44-16_1,img136290.png,317.0039687923985,276.26421103057396,301.7496970414177,281.5445358674519,293.92699357937624,276.850913790227,289.8200742618045,266.68139928957316,,
labeled-data,2024-03-14_09-44-16_1,img139831.png,,,511.0265750773062,264.72788494639093,500.9010801855547,266.50245621607934,487.5396023902538,260.8655827711867,,
labeled-data,2024-03-14_09-44-16_1,img152666.png,455.64184684563065,286.8926662723143,446.1191412280723,293.8416676689109,436.0816947663217,291.52533387004536,418.32313564168584,285.34844373973726,,
labeled-data,2024-03-14_09-44-16_1,img153101.png,384.9209663761385,277.32919672376596,370.1221671056087,282.21923474359323,357.12496078975204,280.5463269999681,357.25364600080013,267.8064911062076,7.980731384643331,317.15122171523666
labeled-data,2024-03-14_09-44-16_1,img153257.png,428.43247928354674,287.3865746717082,416.6931181169728,295.63585549146285,406.222877076515,292.7803352077016,395.2767159887636,284.6896944037115,,
labeled-data,2024-03-14_09-44-16_1,img154606.png,332.94283869922606,277.7262169903711,315.3129647856383,283.00231064334264,307.20579648960893,278.7556986787558,305.6615739570319,269.2329930611975,,
labeled-data,2024-03-14_09-44-16_1,img156181.png,434.54585200042516,280.4742891312989,422.96513084961566,288.8822099668181,412.01896976186435,286.1853296988214,399.4864085164678,278.0946888948312,10.003999097861172,317.4089042517715
labeled-data,2024-03-14_09-44-16_1,img157052.png,426.5553867287242,282.973115071165,410.8844717495052,292.6167550583768,400.27646776357227,289.00039006317235,386.5342807817956,280.8032960740424,8.30303152283031,317.02910271734993
labeled-data,2024-03-14_09-44-16_1,img157984.png,510.7669971209001,261.4238648663906,498.54190207133195,275.96529371482427,487.86102955434086,274.93581202643963,472.93354507276297,264.6409951425927,,
labeled-data,2024-03-14_09-44-16_1,img160095.png,427.8902526671642,285.71016489574356,412.0262510907129,294.75264579432076,402.19057011331313,293.00760562091114,392.1962491201488,284.2824047538629,,
labeled-data,2024-03-14_09-44-16_1,img163601.png,,,506.0312081373328,262.2681590506193,496.195527159933,262.74407909791285,482.23520577265595,259.0953587353291,,
labeled-data,2024-03-14_09-44-16_1,img166373.png,421.86128315677104,277.97163160646704,410.32279555025997,285.01206472230433,396.8286320782385,283.25195644334497,395.0634442593214,272.389068843924,8.23805778999656,317.0740837828404
labeled-data,2024-03-14_09-44-16_1,img167529.png,472.6262336166129,280.13495209562495,462.94919265497765,288.2255928996151,452.3203115987553,286.0046326789119,436.9322300695976,278.8658319695088,,
