scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-15_10-13-53_1,img000932.png,,,439.9079115307094,297.47432782002033,425.7206347092813,294.5467945076621,408.38062970531354,287.115363791676,,
labeled-data,2023-12-15_10-13-53_1,img001360.png,,,457.1125714488204,297.88994320603996,441.1237356659411,294.96240989368175,425.3600947532432,288.4317586584212,,
labeled-data,2023-12-15_10-13-53_1,img007233.png,431.14912471539907,287.0730799208717,413.5156771024294,295.6675333792939,402.4021596992972,293.741190362751,391.5850027602486,286.03581829657935,,
labeled-data,2023-12-15_10-13-53_1,img031872.png,450.30521827231547,288.6153336982575,434.30175321180513,299.4324906373061,421.4100730241719,296.32070576442914,405.7029684277451,289.20805462642454,,
labeled-data,2023-12-15_10-13-53_1,img032268.png,443.73764319782975,279.5399637567671,436.18045136369983,298.35885322607095,423.1405909440248,295.9879695134028,408.026207275765,289.4680393035652,,
labeled-data,2023-12-15_10-13-53_1,img041364.png,424.6141744683964,278.2491810361348,410.7310251594898,290.67094620726186,400.31866317780975,285.5561017250331,385.8874948172357,278.97987310502464,8.061560627567866,322.98753630275377
labeled-data,2023-12-15_10-13-53_1,img056787.png,,,423.9699867791115,286.5934715330596,414.02458761670096,285.423424572776,402.61662975393597,276.2580567172212,,
labeled-data,2023-12-15_10-13-53_1,img056966.png,,,428.70823281550497,292.6602239329253,420.6012174889746,291.3090547118369,407.31472014827204,284.1028188660321,,
labeled-data,2023-12-15_10-13-53_1,img085825.png,413.16978677298846,298.2900956874603,394.9290022882951,305.2711366630836,383.44406390904373,303.6947725718138,377.5889972843274,296.0381469856463,,
labeled-data,2023-12-15_10-13-53_1,img086197.png,287.45388750875406,285.16549097763476,267.3598556142839,291.19370054597584,261.51431906316526,286.44420209819197,257.13016664982626,274.5704559787323,,
labeled-data,2023-12-15_10-13-53_1,img087477.png,,,,,,,,,8.68441616813412,322.5882839910944
labeled-data,2023-12-15_10-13-53_1,img087836.png,,,533.8964785076427,284.11955862011297,522.2054054054055,286.4943078440049,508.6876021309437,280.6487712928863,9.142982972659397,322.9968453950922
labeled-data,2023-12-15_10-13-53_1,img088363.png,331.4947659141744,281.7719062647314,313.7043711698439,286.05060879817796,303.7957968818623,282.22229600509417,296.58956103605755,269.6113832749358,,
labeled-data,2023-12-15_10-13-53_1,img089656.png,401.8769732652823,290.5186460079398,390.8424246263937,302.67916899773536,379.35748624714233,300.20202542574,366.746573516984,286.0147486043119,,
labeled-data,2023-12-15_10-13-53_1,img090646.png,275.51204141481287,277.08773201068226,256.3704774493939,282.0420191546731,252.54216465631012,274.6105884386869,257.0460620599381,264.2516244103425,,
labeled-data,2023-12-15_10-13-53_1,img094294.png,,,529.4203206171236,275.6394343034539,518.0945935493312,278.37952956179083,498.36590768930597,272.89933904511713,,
labeled-data,2023-12-15_10-13-53_1,img095786.png,,,443.84089976272514,296.9448010341138,428.67903933326124,294.75272482744435,408.7676804560135,285.801746983544,,
labeled-data,2023-12-15_10-13-53_1,img096278.png,539.5517603977576,270.12756812504136,528.5913793644102,275.0597395900477,505.2092331599357,268.6661839872617,,,,
labeled-data,2023-12-15_10-13-53_1,img097487.png,411.03671034706224,287.69347860171627,393.5001006937065,295.9137643767268,384.18377681536117,292.9909961011675,374.86745293701586,283.3093261883773,,
labeled-data,2023-12-15_10-13-53_1,img100678.png,305.52147981422183,286.9437878254689,285.42744791975167,291.32794023880786,275.1977589552941,284.0210195499096,271.7269716280674,275.2527147232317,8.020431421230889,322.95733248562766
labeled-data,2023-12-15_10-13-53_1,img100694.png,303.1322251218603,283.4229839482384,283.7688852962799,291.2779236888041,275.54859952126935,285.61506015490795,266.7802946945915,273.9239870526707,,
labeled-data,2023-12-15_10-13-53_1,img102429.png,353.9265668605824,276.4780486226279,325.92050300468935,287.8879264898436,317.32604954626714,281.81253697613136,309.02795655192847,268.77267655645625,,
labeled-data,2023-12-15_10-13-53_1,img120830.png,437.9334501705522,283.11565978767214,422.95426275831073,291.51861857990514,411.8112087077409,287.31713918378864,404.3216150016202,279.462199443223,,
labeled-data,2023-12-15_10-13-53_1,img121773.png,,,436.17026076510047,285.45298845884014,424.8714167151942,284.01058283544785,413.572572665288,274.39454534616596,,
labeled-data,2023-12-15_10-13-53_1,img125340.png,429.61182716159465,288.26714994745527,411.5338388524997,296.71342317383574,401.7539435377434,293.3052778368752,391.6776877589036,286.78534762703765,,
labeled-data,2023-12-15_10-13-53_1,img127137.png,,,400.3702346497431,286.7299247472798,388.2194556223186,282.58087825011046,378.7359207716458,275.76458757618946,,
labeled-data,2023-12-15_10-13-53_1,img129316.png,423.10604208621226,290.1716783448768,402.50898983240734,296.3952480906308,394.655437534194,293.87618414592083,387.69096662823114,281.7254051184963,,
labeled-data,2023-12-15_10-13-53_1,img131937.png,,,408.52125279594014,280.1687810399018,397.2615092868702,277.9168323380878,386.90254525852583,269.58462214137603,,
labeled-data,2023-12-15_10-13-53_1,img142642.png,,,413.52347711255493,291.0428238012921,403.42663774880896,286.9560078683473,392.96919697921487,278.54197506522564,,
labeled-data,2023-12-15_10-13-53_1,img152759.png,363.237447864229,281.3472669653185,343.8258374667581,288.31173787128137,335.3795642403777,283.4217902139032,327.08147124603903,273.4937146671051,,
labeled-data,2023-12-15_10-13-53_1,img155202.png,437.59878146314156,283.3588968219587,414.63084549666837,292.5460712085479,402.4800664692439,287.95248401525333,394.92287463511406,281.8770945015411,,
labeled-data,2023-12-15_10-13-53_1,img158080.png,426.37803098734923,288.89852491414064,409.06916350664176,297.19235724864626,399.45312601735986,294.78834787632576,392.9623007120946,285.4127113242759,,
labeled-data,2023-12-15_10-13-53_1,img158309.png,,,411.18338293082184,285.19678479886653,400.2451402867637,282.79277542654603,390.9897042033299,274.85954449788846,7.424154518683814,322.48730241153334
labeled-data,2023-12-15_10-13-53_1,img162351.png,,,431.2738985484831,282.51613984062845,420.30856137739266,280.88615728816904,410.97320675876165,272.8844247579139,8.520202807787143,322.1563778134098
labeled-data,2023-12-15_10-13-53_1,img165518.png,420.3694469561344,288.6125842603583,403.03235980724827,296.61431679061343,394.1415458847425,294.68797377407054,387.3252552108215,286.3898807797318,9.239201167889327,321.7512879334567
