scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2024-01-10_10-40-29_1,img005530.png,424.2662869858094,276.6555940273819,406.730829481407,285.2747172075118,396.3284394364225,280.51933890123325,383.54836023829876,272.19742686524563,5.887924372969962,320.0756678457644
labeled-data,2024-01-10_10-40-29_1,img006143.png,434.1058370546399,266.7924615313426,420.1369132799465,275.41158471147264,410.32894552324683,272.4394732700485,398.7377109016927,265.603616954773,,
labeled-data,2024-01-10_10-40-29_1,img009355.png,408.9591874493302,296.35595463018785,382.8046067647978,302.59738865717856,371.8077944315285,299.9224883598968,362.2970378189713,291.89778746805166,,
labeled-data,2024-01-10_10-40-29_1,img014165.png,423.6062917655041,284.73828919953,405.4185062162578,292.3654250750204,395.0534241290529,288.84520851710175,385.8617475611543,279.84909953575414,6.784389261142877,319.9151732755234
labeled-data,2024-01-10_10-40-29_1,img017085.png,433.6010298679407,289.4528477083242,416.96575089000044,296.685577698733,405.1522919056661,292.3459397044877,395.7497429181347,284.14884571535777,,
labeled-data,2024-01-10_10-40-29_1,img017524.png,439.1181643095991,279.3998356745363,424.1705223294209,288.5612936623874,413.562518343488,283.98056466846185,401.99015035883394,277.9532896764545,7.384240073566133,320.50727133236404
labeled-data,2024-01-10_10-40-29_1,img017792.png,,,437.8269059897172,290.25464009056185,427.4599930034646,286.63827509535747,415.40544301944993,277.71790810718664,,
labeled-data,2024-01-10_10-40-29_1,img018327.png,451.6454051006652,285.62337969448146,437.17994511984756,292.3739276855297,422.9555761387103,292.61501868521,408.97229815725325,284.9001066954406,,
labeled-data,2024-01-10_10-40-29_1,img018714.png,449.7166771032228,278.3906497040727,435.01012612272496,287.7931986916041,425.84866813487383,285.3822886948012,412.3475721527774,277.9084677047121,,
labeled-data,2024-01-10_10-40-29_1,img018846.png,,,440.3972130701729,295.91051263789694,429.292411966657,293.3722723856647,416.7598507212605,285.28163158167456,,
labeled-data,2024-01-10_10-40-29_1,img026067.png,,,419.76767858851633,281.868373127255,407.71103739041337,276.4746125912616,396.1303162396039,266.3216515823327,,
labeled-data,2024-01-10_10-40-29_1,img031854.png,379.16782062750167,282.5060895494454,363.2558146486023,288.5333645414527,349.75471866650594,285.88136354496953,344.6918076732197,277.20208755647894,,
labeled-data,2024-01-10_10-40-29_1,img032718.png,288.023903963557,285.75977863114247,267.4007019141704,292.5812993090166,261.05510128358986,285.283858583849,260.8964612678254,274.0204174645686,,
labeled-data,2024-01-10_10-40-29_1,img035122.png,422.8839905095213,301.89098173805263,406.70270890154103,310.1402625578073,396.8670279241412,304.9051420375784,388.77638712015107,298.40090139123333,,
labeled-data,2024-01-10_10-40-29_1,img036472.png,,,422.2293450788476,302.2596481176282,411.2775602319896,298.3482963866075,395.8277208944578,291.5034308573213,,
labeled-data,2024-01-10_10-40-29_1,img041579.png,,,542.3495368387823,270.9605912037938,534.1524428496523,274.33586519931794,514.6240718755486,270.2373182047529,,
labeled-data,2024-01-10_10-40-29_1,img046976.png,295.8933884202725,272.2840931334082,275.5543594189648,277.1732827971841,268.9050614762296,271.50182278720405,267.7316559569234,260.354470353795,,
labeled-data,2024-01-10_10-40-29_1,img048877.png,,,522.3650582142085,258.2909482270244,509.8487326749422,262.006732371494,491.85651471224696,256.7264075346161,,
labeled-data,2024-01-10_10-40-29_1,img050442.png,404.336336310099,278.31177716023194,382.3970553391923,285.5445071506407,372.27123335262,284.5801431519196,360.21668336860535,270.5968651704626,,
labeled-data,2024-01-10_10-40-29_1,img056122.png,296.15504396056775,279.3116926637889,272.52812599189906,284.13351265739476,266.2597600002115,280.0349656628298,261.67903100628587,263.64077768456985,,
labeled-data,2024-01-10_10-40-29_1,img058023.png,,,496.0322829294996,281.49547622137885,480.1202769506003,281.25438522169856,466.3780899688236,274.02165523128974,,
labeled-data,2024-01-10_10-40-29_1,img058333.png,,,562.1413920987388,279.0756408478535,541.6338231529123,281.15611885685036,524.6927879367947,276.40074055057175,8.004274881816883,319.8294491653784
labeled-data,2024-01-10_10-40-29_1,img062140.png,273.7258223106924,272.0794150493718,254.03698502033535,275.2965453255739,249.6616878447004,268.7335995621215,252.10670685461406,258.05272704513044,,
labeled-data,2024-01-10_10-40-29_1,img063709.png,417.46894757883484,284.9008529403199,397.3216655767417,292.03965364972294,388.1205446624,289.50141339749075,382.7267841264065,280.77621253044254,,
labeled-data,2024-01-10_10-40-29_1,img063956.png,468.79651319966877,281.6084438788285,455.3023497276473,289.62671492742095,443.5682945345852,287.2799038888085,428.7051579567065,279.6527680133181,,
labeled-data,2024-01-10_10-40-29_1,img066365.png,,,436.957482337732,278.3526919380479,423.949001045042,275.65581167005115,410.4645997050584,267.88245089759005,,
labeled-data,2024-01-10_10-40-29_1,img067802.png,,,502.1235939306626,268.9120617811554,491.3360728586757,269.70526185997795,475.947991329518,264.15286130822,,
labeled-data,2024-01-10_10-40-29_1,img069776.png,,,424.8556620433426,270.85844231636975,413.1163008767686,267.844282016844,402.64605983631077,259.2777211655603,,
labeled-data,2024-01-10_10-40-29_1,img071630.png,,,422.88437235421225,281.28046471771626,413.1059930266604,277.36911298669554,400.1985323142921,269.9375446977562,8.248876168565701,319.7812096234896
labeled-data,2024-01-10_10-40-29_1,img077031.png,,,426.65413927382036,280.6347207266097,416.28722628756776,278.22381072980676,402.7861303054714,272.4376267374797,,
labeled-data,2024-01-10_10-40-29_1,img077874.png,,,422.8787425304842,262.5585407689285,413.3603415846134,259.3857404536382,401.14506037074597,251.92965971270613,,
labeled-data,2024-01-10_10-40-29_1,img081747.png,,,425.2547021025276,279.5328675338409,416.05358118818583,276.5187072343152,402.5691798482022,270.4903866352637,,
labeled-data,2024-01-10_10-40-29_1,img082198.png,397.5534179800157,284.0952238359036,379.15143280013945,291.3015956545964,367.1837081726675,287.0549836900096,366.2829116953309,278.9478153939802,,
labeled-data,2024-01-10_10-40-29_1,img082933.png,,,433.07207567639216,282.8097226688004,420.846980626824,279.206536759454,408.10714473306354,272.5149057849536,,
labeled-data,2024-01-10_10-40-29_1,img083566.png,427.32209599937676,273.1035509867382,408.2852941076352,280.24235169614127,400.6705733509386,277.54547142814454,390.6762523577743,270.24803070297696,,
