scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-14_09-47-10_1,img004892.png,428.02327247530457,288.568028373097,412.31791091461787,296.1827491297936,402.3235899214535,294.59634897214846,394.5502291489924,285.55386807357127,,
labeled-data,2023-12-14_09-47-10_1,img005871.png,462.5258144563705,288.0178607281448,447.9843856079368,296.6397698683665,436.91745745780145,293.1652691700682,424.9497328303295,284.8007304519426,,
labeled-data,2023-12-14_09-47-10_1,img006636.png,442.6833152111217,289.7040108586001,425.56818214172625,298.7119756319661,416.30284694626414,296.13827141100444,403.0482702083113,287.3876770597346,,
labeled-data,2023-12-14_09-47-10_1,img006766.png,,,425.1674860524423,290.90688455864847,415.90215085698014,287.94712470454255,403.41968538531586,279.0678451422246,,
labeled-data,2023-12-14_09-47-10_1,img007114.png,370.9434778446759,287.85994173074903,349.32436238859754,294.42288749420135,340.4450828262796,290.43364595171073,331.4371180529136,280.6535699120562,,
labeled-data,2023-12-14_09-47-10_1,img009800.png,410.5181388202317,282.8696982713128,394.5611726502691,293.1645151551597,384.9097818216627,290.2047553010537,375.51576141515244,282.7410130602647,,
labeled-data,2023-12-14_09-47-10_1,img010242.png,395.0759134944615,281.71153137188,379.89105859078734,291.1055517783903,369.5962417069405,288.9179031905728,358.6579987678532,279.2665123619664,,
labeled-data,2023-12-14_09-47-10_1,img010422.png,375.1938621278386,285.25841266335163,357.10890033068415,294.14225354616434,348.5423394794004,291.4453732781676,337.43753837588457,280.65785220618073,8.938754107484272,322.90598226516124
labeled-data,2023-12-14_09-47-10_1,img011596.png,400.3146362835312,291.01824313544535,384.4863553246166,300.5409487530037,373.93416801867363,298.09592974309004,361.32301733596125,289.34533539182024,,
labeled-data,2023-12-14_09-47-10_1,img013058.png,,,406.67372096676536,290.681945452949,395.3999740769802,288.0722818210543,382.24726937223085,277.1116945670965,9.603895024213493,322.23917507557906
labeled-data,2023-12-14_09-47-10_1,img013832.png,451.8454131986972,291.7185501903446,436.01713223978265,300.9838853858068,424.9502040896473,299.3109776421817,410.79483087435784,290.817753713008,,
labeled-data,2023-12-14_09-47-10_1,img013850.png,450.3011906661202,289.273531180431,435.24502097349415,298.0241255317008,424.0494076123107,297.1233290543642,409.76534918597315,288.63010512519054,,
labeled-data,2023-12-14_09-47-10_1,img016029.png,435.4857437442155,287.0384458187542,418.9871821047061,296.39820674886045,410.1033412218934,293.5426864650992,400.10902022872915,284.182925534993,,
labeled-data,2023-12-14_09-47-10_1,img016601.png,,,415.8841174913248,288.60415093590063,405.3234678175688,286.8440426569413,395.54508849001706,273.34987918491987,,
labeled-data,2023-12-14_09-47-10_1,img017506.png,,,414.7783680438308,286.8032914520778,404.99998871627906,284.2609128269143,391.11469007115556,274.2869659128115,,
labeled-data,2023-12-14_09-47-10_1,img020583.png,428.01630264543576,291.8597353286682,410.61078744239353,302.02924982932205,401.2235432879438,299.0957360310565,387.7293798159224,286.7749780783413,,
labeled-data,2023-12-14_09-47-10_1,img021516.png,417.06451779857775,282.8636263473206,399.8545701820866,293.22870843452546,389.29392050833064,291.07746498246405,378.92883842112576,282.4724911742185,,
labeled-data,2023-12-14_09-47-10_1,img030609.png,429.82398980623054,287.3302997842198,410.462798737678,297.3042466983226,402.2489601025345,294.5663004866081,392.27501318843167,285.5701915052605,,
labeled-data,2023-12-14_09-47-10_1,img030902.png,427.5414221782783,279.17289559135446,410.73518838887634,287.4194326681418,401.75794549515854,284.70538249097126,392.2587698750618,276.04129923308085,,
labeled-data,2023-12-14_09-47-10_1,img033853.png,434.33827071955096,297.4966334917053,410.120592215568,304.1773723893558,401.3521224124018,301.88086839328844,394.67138351475137,293.216785135398,,
labeled-data,2023-12-14_09-47-10_1,img035663.png,448.5740566836598,290.42319970349934,429.5286454485431,297.2435158890479,418.5904025094558,294.5411264570381,411.12666026866685,281.54392014118145,,
labeled-data,2023-12-14_09-47-10_1,img037619.png,414.3648125469008,283.08572177193196,403.404225292943,289.45330103375505,394.21820930867364,286.4260912207572,386.07605877716213,278.38832723452146,,
labeled-data,2023-12-14_09-47-10_1,img038298.png,391.98731134286817,283.86347421205204,371.7837332083187,291.84195729703333,362.38971280180846,288.62482702083116,352.8670071842501,279.87423266956137,,
labeled-data,2023-12-14_09-47-10_1,img039278.png,401.44438624610046,285.81718967451206,381.112122900503,294.9538396589261,371.46073207189653,291.99407980482016,359.49300744442456,282.728744609358,,
labeled-data,2023-12-14_09-47-10_1,img039440.png,400.72261266221165,282.9764406672299,380.7120596887473,290.93244365667954,372.27387469993704,288.03935166051605,359.9782337162421,277.19025667490286,9.56613607164654,322.61441353475516
labeled-data,2023-12-14_09-47-10_1,img039563.png,401.25515992135854,281.76530206004145,381.4376374199534,290.00115556711893,372.5583578576355,286.52665486882063,359.6898367528269,276.23183798497377,,
labeled-data,2023-12-14_09-47-10_1,img041468.png,374.5727175547624,283.11491483531415,355.7831394051205,290.8395191857225,347.5366023283332,286.7684439199667,339.1856787062701,276.43417593766367,,
labeled-data,2023-12-14_09-47-10_1,img043943.png,413.7065350897539,272.95621299324665,400.65821693028033,284.54311951885916,386.35726022749736,283.91680024720443,371.3255977077838,275.3571035345898,,
labeled-data,2023-12-14_09-47-10_1,img044382.png,415.8973273207325,281.2780072644186,401.0744378915705,292.55175415420376,390.00946409233694,290.8815694297911,376.8567593875876,282.63503235300385,,
labeled-data,2023-12-14_09-47-10_1,img044703.png,390.5869541108792,278.10741886164493,375.3465185006141,288.96361957032695,366.47366215217204,287.18904830063855,352.172705449389,276.95916686361124,,
labeled-data,2023-12-14_09-47-10_1,img046276.png,,,391.931218167201,293.86271553655536,377.65478434897545,290.3424989786367,366.70299950211745,283.4976334493505,,
labeled-data,2023-12-14_09-47-10_1,img046349.png,405.1893473511432,279.9789860276516,392.24541573694546,288.8518423760936,379.614643758575,284.3632209292347,370.0110815932025,276.7430031241022,,
labeled-data,2023-12-14_09-47-10_1,img052755.png,347.4679755347472,284.72575247370094,327.4793335484186,292.0231931988685,317.8022925867833,287.4226327416976,310.50485186161575,277.9042317958269,,
labeled-data,2023-12-14_09-47-10_1,img059715.png,451.15527217622423,290.2824911903905,439.711420981361,301.4560591856342,428.759636134503,299.1092481470218,409.7895802390526,292.4599502042866,9.482643563890313,321.9304880109961
