scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-15_10-06-36_1,img00090.png,430.08933783913903,286.21891429645694,414.70367785628804,294.8733480368106,403.64523474361386,291.50773491556197,390.90398507031534,285.0169096102967,,
labeled-data,2023-12-15_10-06-36_1,img00186.png,426.3631233120423,279.3674875853436,414.1026755132079,291.748135852794,402.20282912022157,288.74312413739347,391.02418553893136,280.8098932087359,10.058929162500121,322.9476985042281
labeled-data,2023-12-15_10-06-36_1,img00558.png,440.0378691957395,278.0040709524789,424.14531669738585,286.9550487963793,412.81958962959357,285.49366465859964,399.4844593723542,276.1773407802543,,
labeled-data,2023-12-15_10-06-36_1,img00726.png,,,433.22823744203146,293.70911156096156,420.44112623645947,291.51703535429203,406.37530391033033,284.2101146653938,,
labeled-data,2023-12-15_10-06-36_1,img00792.png,,,431.036161235362,291.3343623370696,421.7198373570167,288.0462480270654,408.0193610653324,282.3833844931693,9.542284736715587,323.1096111968614
labeled-data,2023-12-15_10-06-36_1,img01253.png,,,423.5234212167562,283.284574351327,411.46700208007417,281.09249814465755,399.59325596061444,272.68953935242456,,
labeled-data,2023-12-15_10-06-36_1,img01443.png,,,429.0072764150981,292.9250414284585,419.3755613323836,289.5168960914979,409.15112532150204,281.6633437932845,,
labeled-data,2023-12-15_10-06-36_1,img01785.png,446.19667171893786,287.1291901601043,432.26772990701227,297.79816686711115,420.41331134367124,292.76003897769124,410.0406951007479,285.4992076076449,9.298972437857937,322.7526670304325
labeled-data,2023-12-15_10-06-36_1,img01928.png,,,432.059909486494,292.2903585233551,421.12166684243584,289.1651463393385,409.8228227925296,281.47231634791297,,
labeled-data,2023-12-15_10-06-36_1,img02215.png,445.33076157635094,284.3751578054551,427.252773267256,294.4514135842949,415.69471516799854,290.5987275512091,405.6184593891587,277.55886713153404,,
labeled-data,2023-12-15_10-06-36_1,img02464.png,,,427.9068319843457,291.1830373700134,416.4969541171299,288.5157931932617,405.53161694603955,281.6995025193406,,
labeled-data,2023-12-15_10-06-36_1,img02880.png,,,449.68932609448467,294.5911827069739,436.5012854427679,291.1830373700134,428.35137268047094,284.51492692813406,,
labeled-data,2023-12-15_10-06-36_1,img03179.png,,,412.32596233647735,300.27497397851334,398.0221065711705,297.26996226311275,388.0454676760406,290.05793414615135,,
labeled-data,2023-12-15_10-06-36_1,img03497.png,,,447.1305714639436,296.25723810004183,436.6731306943496,292.7714245101771,423.330878677971,285.79979733044775,,
labeled-data,2023-12-15_10-06-36_1,img03746.png,,,425.8226026988981,304.06187565626874,416.2065652096162,300.45586159778804,399.1380986661408,289.6378194223459,,
labeled-data,2023-12-15_10-06-36_1,img04428.png,,,439.9299001783676,299.2101169705946,428.51085565984533,295.96470431796195,415.6494055179308,287.67087198345627,,
labeled-data,2023-12-15_10-06-36_1,img04500.png,,,438.68141972745656,297.4125123599107,426.77932305217723,292.90801035311983,414.6358009803337,284.3058897972846,9.607361441627265,322.46240640537405
labeled-data,2023-12-15_10-06-36_1,img04627.png,,,438.30049092537166,291.9126856649094,427.3401098920243,289.1725904065726,416.3797288586769,280.58695859711713,,
labeled-data,2023-12-15_10-06-36_1,img05201.png,,,440.12722109759625,290.8166475615747,429.16684006424885,288.62457135490524,420.033189203126,280.4042855798947,,
labeled-data,2023-12-15_10-06-36_1,img05304.png,455.6240058883418,290.8794777198516,436.95329665107977,300.2148323384826,423.9134362314047,297.3994079296892,408.5026920990614,289.8422160955593,,
labeled-data,2023-12-15_10-06-36_1,img05594.png,431.0386163447033,293.92176588457005,408.8015296507389,300.5327916584514,399.6662940359211,298.0085818175149,388.3674499860149,289.8349499516253,,
labeled-data,2023-12-15_10-06-36_1,img07925.png,,,414.0336929087296,286.7876448547561,402.92017550559746,283.5276797498373,394.9184429753423,276.71138907591626,,
labeled-data,2023-12-15_10-06-36_1,img08451.png,,,427.18776759830706,286.5622326845514,416.74749475976296,283.55669959466746,403.69715371158276,274.4610073489662,9.10284485852361,322.625567839336
labeled-data,2023-12-15_10-06-36_1,img08599.png,,,427.29414871910086,283.5145211358665,417.1973093553549,280.870110826314,405.6580643682166,272.2156770859603,,
labeled-data,2023-12-15_10-06-36_1,img08718.png,,,428.62332295660656,294.0785156005183,417.50787683391246,291.54341385323715,405.5148954910057,283.74310078467994,,
labeled-data,2023-12-15_10-06-36_1,img08810.png,,,427.6997959548625,290.0702593895153,417.2423551852685,288.0268514230429,407.3859167587545,280.5744223688494,7.745851922838842,322.7874418242094
labeled-data,2023-12-15_10-06-36_1,img09061.png,,,441.70819451654836,290.6504534701002,431.2958325348683,288.09303122898586,419.970105467076,280.9687835573101,,
labeled-data,2023-12-15_10-06-36_1,img09397.png,,,441.77221480859487,285.71096794874023,426.2450083446861,282.60552665595844,413.6405701563366,274.75058691539283,,
labeled-data,2023-12-15_10-06-36_1,img09483.png,,,440.1247013159866,282.6371465703166,426.9722440759698,281.7237814842043,418.0212662320694,271.67676553696924,,
labeled-data,2023-12-15_10-06-36_1,img09962.png,,,451.6546198899686,283.4483155580487,436.12741342605983,281.0735663341568,426.993762564937,270.1131853008094,,
labeled-data,2023-12-15_10-06-36_1,img10702.png,,,454.0941558563754,291.1765366947738,441.39756152192183,288.55438442717036,430.87382291323274,280.5264620766896,,
labeled-data,2023-12-15_10-06-36_1,img10825.png,,,453.1513061181444,286.045275094113,442.45346441131835,284.60286947072075,429.3516133321717,275.46763385590293,,
labeled-data,2023-12-15_10-06-36_1,img11087.png,,,452.4976986784386,281.3288224411082,442.63335574842597,278.4060541655488,430.3942635945214,270.9164604594281,7.7988970452374815,323.9375251851041
labeled-data,2023-12-15_10-06-36_1,img11189.png,,,452.0625432116857,279.20720941733356,440.65266534447005,275.3545233842477,429.3909677092961,269.1309536384937,,
labeled-data,2023-12-15_10-06-36_1,img11512.png,,,430.7400734742622,285.6079732003289,418.5892944468377,282.7925487915354,408.66121890003967,275.3835371894473,,
labeled-data,2023-12-15_10-06-36_1,img11725.png,454.7160876488194,271.71899975262096,435.5354208404615,281.76601569985604,423.4790017037793,278.6605744070743,414.8933698943239,266.9695013048371,,
labeled-data,2023-12-15_10-06-36_1,img11876.png,,,437.55320843597235,289.93267249459075,426.4101543854025,286.27921215014163,414.71908128316534,278.0589263751311,7.618778505203672,323.2971230867324
