scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-14_10-08-57_1,img00036.png,428.304223323536,284.60144702189524,414.5025419520234,293.1680078731789,403.7150208800366,290.47112760518223,392.29293974499166,281.9045667538985,,
labeled-data,2023-12-14_10-08-57_1,img00086.png,427.6460324711918,281.79002188948607,413.5651662395172,291.37283363048687,404.3734896716186,289.22159017842546,392.0527317189034,280.6166163701799,,
labeled-data,2023-12-14_10-08-57_1,img00786.png,295.81852776547487,252.03209213011166,283.2859665200784,259.32953285527924,,,,,,
labeled-data,2023-12-14_10-08-57_1,img00899.png,463.14828161519097,291.8286526873487,444.37379330629153,300.8247616686963,432.44417052667836,298.67351821663493,423.64362913188177,290.4596795814914,,
labeled-data,2023-12-14_10-08-57_1,img00960.png,459.8805458672533,285.0417866028288,442.67059825076217,295.7980038631358,432.3055161635573,293.84232799762543,424.0916775284138,286.41075970868604,,
labeled-data,2023-12-14_10-08-57_1,img01052.png,458.76209598567175,282.07395537223084,443.3122566481399,291.07006435357846,432.3604718012819,289.30995607461915,421.6042545409749,281.2916850260267,,
labeled-data,2023-12-14_10-08-57_1,img01154.png,457.19755529326346,278.55373881431217,442.7255538884868,288.527685728415,431.57820145507776,286.1808746898026,421.6042545409749,277.9670360546591,,
labeled-data,2023-12-14_10-08-57_1,img02704.png,423.93017670773287,289.10162837148954,404.56898563918037,299.2711428721434,394.9861738981796,296.92433183353097,383.6432538782195,288.3193580252854,,
labeled-data,2023-12-14_10-08-57_1,img02812.png,471.4531002396345,286.5592497463261,453.65644986349025,297.119899420082,444.26920570904053,295.7509263142248,431.75288016977424,287.53708767908125,,
labeled-data,2023-12-14_10-08-57_1,img02889.png,429.08599791294193,287.3226693919203,413.06335632072614,297.63427041661356,402.91039531179734,294.9373901486168,390.37783406640085,286.5294693130977,,
labeled-data,2023-12-14_10-08-57_1,img02932.png,428.4514378498839,284.78442913968803,413.5392763680197,293.66827002250074,403.2276753433264,291.76458983332657,390.21919405063636,282.7221089347494,,
labeled-data,2023-12-14_10-08-57_1,img03082.png,420.44402883150843,291.69886422132646,396.9653064983605,299.1549449622585,386.97098550519627,296.61670471002634,379.35626474849965,282.81502333851375,,
labeled-data,2023-12-14_10-08-57_1,img03219.png,405.3732273338797,289.7951840321523,384.5913852687286,298.0444648519069,373.8038641967417,295.50622459967474,363.1749831405193,286.7810237326265,,
labeled-data,2023-12-14_10-08-57_1,img03292.png,402.5560145822976,286.4011866371275,384.3682290330513,293.8327549260669,374.19871453239745,290.31253836814824,364.22476761829466,280.7297266271475,,
labeled-data,2023-12-14_10-08-57_1,img03423.png,384.56379661960233,290.31253836814824,364.8114703779477,298.5263770032917,354.64195587729387,297.1574038974345,344.276873790089,285.22778111782134,,
labeled-data,2023-12-14_10-08-57_1,img03499.png,384.41441930078105,283.909858964515,363.19841132891526,293.31240795204644,352.83149834266266,289.6960429568421,348.0096783490568,277.15931097346686,,
labeled-data,2023-12-14_10-08-57_1,img03560.png,433.35977700296525,286.384455597464,416.0012250259841,295.30482258563484,407.3219490374936,294.09936758723336,395.9906720525198,285.17900059906253,,
labeled-data,2023-12-14_10-08-57_1,img03623.png,388.6331759825167,290.40086569049504,366.6395513159781,297.5339331499129,360.100906144845,294.2646105643464,348.8068826674333,283.56500937521946,,
labeled-data,2023-12-14_10-08-57_1,img05463.png,415.97660124361875,282.9705870869347,399.0355660275012,291.8869214112071,389.52480941494395,289.2120211139254,379.12241936995946,281.48453136622265,,
labeled-data,2023-12-14_10-08-57_1,img05511.png,415.0849678111915,281.1873202220802,399.0355660275012,288.91480996978294,388.0387536942319,285.05106509593156,379.12241936995946,277.91799763651363,,
labeled-data,2023-12-14_10-08-57_1,img05524.png,414.7877566670491,279.99847564551055,398.44114373921633,287.7259653932133,388.9303871266591,284.75385395178915,379.12241936995946,276.1347307716592,,
labeled-data,2023-12-14_10-08-57_1,img05859.png,422.21803527060945,295.45345514091605,400.22441060407084,303.4781560327612,389.52480941494395,300.8032557354795,382.0945308113836,293.37297713191913,,
labeled-data,2023-12-14_10-08-57_1,img05875.png,421.3264018381822,295.15624399677364,399.629988315786,303.7753671769036,391.60528742394087,301.39767802376434,383.8777976762381,294.5618217084888,,
labeled-data,2023-12-14_10-08-57_1,img06940.png,417.1654458201884,285.05106509593156,399.0355660275012,298.7227777264826,390.4164428473712,296.93951086162815,380.90568623481397,288.3203876814981,,
labeled-data,2023-12-14_10-08-57_1,img07003.png,451.9391496848508,293.96739942020395,431.13436959488183,302.586522600334,420.1375572616125,300.2088334471947,413.0044898021946,293.37297713191913,,
labeled-data,2023-12-14_10-08-57_1,img07066.png,448.96703824342666,288.6175988256406,432.02600302730906,297.2367220057705,422.51524641475186,295.75066628505846,411.81564522562496,287.4287542490709,,
labeled-data,2023-12-14_10-08-57_1,img07229.png,439.159070486727,282.3761647986498,425.487357856176,292.7785548436343,416.57102353190356,290.40086569049504,402.0076774689253,282.0789536545075,,
labeled-data,2023-12-14_10-08-57_1,img07372.png,449.5614605317115,286.53712081664366,432.91763645973634,295.45345514091605,422.51524641475186,292.7785548436343,411.51843408148255,284.15943166350434,,
labeled-data,2023-12-14_10-08-57_1,img07508.png,448.07540481099943,287.4287542490709,431.72879188316665,296.6422997174857,422.21803527060945,294.2646105643464,410.3295895049129,285.6454873842164,5.659168496939728,323.81561357986334
labeled-data,2023-12-14_10-08-57_1,img07637.png,456.6945279911294,288.6175988256406,442.13118192815114,299.3172000147674,432.32321417145147,295.75066628505846,421.3264018381822,289.50923225806775,4.755803361097492,323.81561357986334
labeled-data,2023-12-14_10-08-57_1,img07656.png,447.778193666857,287.7259653932133,432.91763645973634,298.4255665823402,426.37899128860323,296.04787742920087,410.6268006490553,285.94269852835885,5.659168496939728,324.26729614778446
labeled-data,2023-12-14_10-08-57_1,img07665.png,426.0817801444608,290.1036545463526,413.5989120904794,299.3172000147674,401.7104663247829,297.8311442940553,387.7415425500895,290.1036545463526,5.207485929018603,323.81561357986334
labeled-data,2023-12-14_10-08-57_1,img07713.png,426.5185629770207,286.93452099576507,410.17195004918796,296.4452776083223,400.95840458077316,292.8787438786133,386.3950585177949,284.25962069848333,,
