scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-14_09-44-17_1,img0059.png,425.8540059960387,285.224283723848,410.0130314854049,295.1982306379508,400.8213549175062,292.65585201278736,389.86957007064825,282.2907699255825,,
labeled-data,2023-12-14_09-44-17_1,img0128.png,,,409.46392869508986,290.80892958240065,399.8811169540891,288.65768613033924,384.2357100300063,279.6615771489917,,
labeled-data,2023-12-14_09-44-17_1,img0298.png,406.556399766353,287.33853379242686,388.95675678969155,295.77671878123715,380.277480801201,294.3301727831554,364.12438382262144,284.20435079658307,,
labeled-data,2023-12-14_09-44-17_1,img0669.png,370.82477434015414,287.8542063978656,352.26389249570616,296.1034872176202,342.7454915498354,291.8202067919784,334.0202906827872,279.92220560963995,,
labeled-data,2023-12-14_09-44-17_1,img0718.png,446.3442584930749,288.61546673619677,430.30771639589,298.7849812368506,419.355931549032,296.2426026116872,408.7952818752761,287.4420612168906,,
labeled-data,2023-12-14_09-44-17_1,img0789.png,396.3840008351258,290.29668555659737,377.6644789749133,298.545966376352,367.35287795022,295.69044609259083,353.5511965787074,286.80660520977807,,
labeled-data,2023-12-14_09-44-17_1,img0811.png,395.32144625969363,288.9829676428577,378.1114986432025,298.17464421075636,368.91982207530384,293.28545454698053,354.83895584362926,284.6804807387349,,
labeled-data,2023-12-14_09-44-17_1,img0931.png,438.8058466087243,287.7302321564971,424.1382776173966,297.1174763109468,414.94660104949793,295.35736803198745,402.01314249896143,285.0770708189741,9.999610385238356,322.89352056103775
labeled-data,2023-12-14_09-44-17_1,img1123.png,438.8382182815585,284.9999481525226,423.64948530170005,295.6079521384555,413.52366331512775,293.92031514069345,400.98693133175254,284.03558415380144,,
labeled-data,2023-12-14_09-44-17_1,img1185.png,,,423.54451935445684,293.64922431260027,412.75699828246997,291.58690410766167,400.700357084367,283.49626330367147,,
labeled-data,2023-12-14_09-44-17_1,img1207.png,,,415.3437402811959,295.3926045746816,404.00082026123584,291.48125284366085,393.4401705874799,282.48514386231324,,
labeled-data,2023-12-14_09-44-17_1,img1225.png,,,413.70269857180733,293.5938220415459,402.3597785518473,290.4647406567293,392.1902640511934,282.83760478123895,,
labeled-data,2023-12-14_09-44-17_1,img1411.png,448.329262334669,281.9839780487798,433.27055817023927,293.32689806873987,423.29661125613643,291.7623573763316,409.802447784115,282.37511322188186,,
labeled-data,2023-12-14_09-44-17_1,img1431.png,447.5112262771128,281.32778287333963,432.7577048110131,293.5430640872071,421.81154372326176,290.05298374038784,410.70674261974585,281.9623429363977,8.91505796244161,322.34800242502183
labeled-data,2023-12-14_09-44-17_1,img1437.png,,,432.37562363346535,292.59564325972485,422.6641266814165,289.7239322970044,410.3848534044152,281.7005817084542,7.280906988269706,323.9671491624333
labeled-data,2023-12-14_09-44-17_1,img1488.png,407.817650134137,283.97319908988044,391.34594311998205,293.2385342853426,381.69455229137566,289.7640335870443,367.9252347092305,279.98395754738976,,
labeled-data,2023-12-14_09-44-17_1,img1528.png,455.2734133082291,285.21751328428735,436.87117147954564,300.4469547976805,427.19413051791037,299.01919465579994,415.7720493828655,285.6934333315809,,
labeled-data,2023-12-14_09-44-17_1,img1589.png,453.19942522031,285.8145674329619,437.3584507096761,295.39737917396263,426.40666586281816,291.68159502949294,414.2814754966539,284.05445915400253,,
labeled-data,2023-12-14_09-44-17_1,img1675.png,450.7001771994767,281.4875170249551,437.3744158752577,292.1163980811774,426.1109747559773,289.5781578289452,414.2129735736388,281.4875170249551,,
labeled-data,2023-12-14_09-44-17_1,img1730.png,448.8039719915141,279.7255710002561,436.90597080917564,291.46493216683,425.80116970565973,289.0853319303623,411.0476482395601,277.8218908110819,,
labeled-data,2023-12-14_09-44-17_1,img1988.png,,,403.7332159080323,297.13036772900557,393.3681338208274,295.3702594500463,377.5271593101935,285.59188012249456,,
labeled-data,2023-12-14_09-44-17_1,img2008.png,418.7261095503858,284.64478626481,402.81410357148644,295.7349722501035,392.44719058523384,293.56515325298085,378.46391260377686,284.4036952651297,,
labeled-data,2023-12-14_09-44-17_1,img2068.png,,,416.3652102626535,298.69966005512754,406.9711898561432,296.89806710045434,397.1911138164887,288.14747274918454,,
labeled-data,2023-12-14_09-44-17_1,img2209.png,416.69603430375116,289.928424545738,405.886476575712,286.8399794805839,394.30480758138424,278.60412597350637,,,,
labeled-data,2023-12-14_09-44-17_1,img2337.png,401.8208098300058,281.80892100801157,383.4978938543035,292.65801599362476,373.1309808680509,289.76492399746127,359.14770288659395,279.15692001152837,,
labeled-data,2023-12-14_09-44-17_1,img2449.png,444.53634688106445,281.8238958874184,430.2109710779581,290.5037730058518,419.8458889907532,288.93923231344354,408.69853655734414,280.72539367830007,6.6673689430346315,322.8491608291066
labeled-data,2023-12-14_09-44-17_1,img2704.png,418.9047249285434,288.99675533952893,409.0690439511436,286.45851508729675,398.5988029106858,277.0987541571905,,,,
labeled-data,2023-12-14_09-44-17_1,img2738.png,421.9593908944563,284.48408345673454,401.4666559216314,293.40445044490536,390.1353789366576,290.2702674490615,381.2150119484868,276.52808046728484,,
labeled-data,2023-12-14_09-44-17_1,img3190.png,412.18953876318926,287.8187099197288,395.53233710791545,296.226630755248,385.37937609898665,293.21247045572227,375.8609751531159,284.169989557145,,
labeled-data,2023-12-14_09-44-17_1,img3270.png,,,395.65046389614946,286.92781300132714,386.2632197416998,283.01646127030637,376.28927282759696,274.4114874620608,8.85776496717979,323.2561513764321
labeled-data,2023-12-14_09-44-17_1,img3345.png,,,395.16078132653894,284.46142967292064,387.6869603364499,281.5683376767571,376.1145923517958,273.37124368762716,,
labeled-data,2023-12-14_09-44-17_1,img3423.png,424.65716837127394,281.28429823522936,409.74500688940975,291.1199792126291,400.70252599083256,287.78853888157437,389.9150049188456,279.06333801452615,8.052121544742107,322.47342678831546
labeled-data,2023-12-14_09-44-17_1,img3444.png,424.9080504499826,279.3767723018782,410.04491387210396,288.1773136966748,400.0709669580011,285.83050265806236,389.5103172842452,275.8565557439595,,
labeled-data,2023-12-14_09-44-17_1,img3581.png,,,,,,,,,9.372955115004473,322.75672563135254
labeled-data,2023-12-14_09-44-17_1,img4063.png,,,,,,,,,8.702059409670412,322.2358472461084
