scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-14_10-07-12_1,img0105.png,,,510.3995406808016,279.7049857540698,497.86697943540514,280.8154658644214,481.2097777801313,275.10442529689897,,
labeled-data,2023-12-14_10-07-12_1,img0123.png,,,507.55962877749766,285.7737216012781,495.6616275951592,283.7114013963395,476.46618568765314,277.68308079728797,,
labeled-data,2023-12-14_10-07-12_1,img0140.png,,,463.28791477116465,297.9312590124058,450.77158923189836,296.56228590654854,430.4325602305907,290.8908258965685,,
labeled-data,2023-12-14_10-07-12_1,img0149.png,,,462.677437299903,296.82679781127774,450.1407053165277,296.82679781127774,429.4068793440225,290.79952281927035,,
labeled-data,2023-12-14_10-07-12_1,img0159.png,,,462.398911271952,296.63482557117584,449.37999728921613,296.15264357181525,430.0927173147927,289.6431865804473,,
labeled-data,2023-12-14_10-07-12_1,img0168.png,,,461.02194497322716,297.2335068513979,449.4412238224177,295.8057467095173,430.0871418991472,288.6669460001142,,
labeled-data,2023-12-14_10-07-12_1,img0190.png,,,460.60202918931145,296.60831956270874,449.33858807003105,294.8632793892991,429.34994608370243,288.2003987271896,,
labeled-data,2023-12-14_10-07-12_1,img0193.png,,,461.4714900936856,296.94525651488004,449.9330024871745,296.16298616867596,431.5496493513772,287.5580123604304,,
labeled-data,2023-12-14_10-07-12_1,img0204.png,,,459.9264814997346,295.3540824207248,448.0380357340381,294.75966013244,431.0970005179205,287.62659267302206,,
labeled-data,2023-12-14_10-07-12_1,img0219.png,,,461.9347610199819,296.08775241213596,448.80886949307717,293.64273340222235,429.8921434690086,287.20847284981807,,
labeled-data,2023-12-14_10-07-12_1,img0251.png,,,461.54870538683764,294.672215090607,448.2941286488848,292.74193692488575,430.2781991021528,286.1789911614334,,
labeled-data,2023-12-14_10-07-12_1,img0299.png,332.7844610666399,290.9668375171226,314.5966755173936,289.4022968247143,304.4271610167397,286.0776478533467,301.88478239157627,272.58348438132526,7.99758116095348,322.86471392969435
labeled-data,2023-12-14_10-07-12_1,img0308.png,324.0533485183558,285.38097634130963,305.39399291638335,293.23077421524283,291.7533605452863,288.984162250656,283.6461922492569,277.91723410052066,8.620369693116913,322.79906042673514
labeled-data,2023-12-14_10-07-12_1,img0322.png,323.2031601644986,283.52460432699564,304.95955835157963,292.7257252413374,292.42699710618314,287.966524768402,284.970916365251,277.33764371217967,,
labeled-data,2023-12-14_10-07-12_1,img0333.png,322.59082290311864,284.4275940878151,304.7941725269744,292.25029754985655,293.2556849204633,287.7522430591828,285.43298145842186,275.2359175199165,,
labeled-data,2023-12-14_10-07-12_1,img0377.png,323.14724276683177,281.8217968477014,305.35059239068755,289.64450030974285,293.2254020245233,285.146445819069,286.1849689086861,274.5857961453131,,
labeled-data,2023-12-14_10-07-12_1,img0400.png,324.83624532599833,279.06712760200503,306.06175701709896,289.23664210265895,294.91440458368993,283.36961450612785,290.22078250646507,271.24442413996366,,
labeled-data,2023-12-14_10-07-12_1,img0457.png,443.7064236917854,294.58358453600545,426.88761124839635,302.4062879980469,415.3491236418853,300.8417473056386,403.22393327572104,293.21461143014824,,
labeled-data,2023-12-14_10-07-12_1,img0488.png,441.3049673644016,289.1452920819146,427.22410113272707,301.46605003462986,413.5343700741546,299.70594175567055,402.7781528138476,291.100967947425,,
labeled-data,2023-12-14_10-07-12_1,img0498.png,439.40526919819547,290.2396307631891,426.1452642157793,300.6065437494417,414.81398723080554,298.9189067516797,401.55398224838945,290.4807217628694,,
labeled-data,2023-12-14_10-07-12_1,img0515.png,439.8241177220541,287.7646073944619,425.8408397405971,300.5424303775174,414.50956275562334,297.8904293810342,402.4550127716087,290.17551739126486,,
labeled-data,2023-12-14_10-07-12_1,img0556.png,440.85587654368396,285.5113689102063,426.63150756254663,299.49464689166325,413.13041158045024,297.5659188942209,402.28131659483705,289.85100690445154,,
labeled-data,2023-12-14_10-07-12_1,img0575.png,439.2148152148034,286.9563805320813,427.37577579837955,298.0233086822167,414.7646251156672,297.3798826269762,401.8961040108586,288.88665869780255,,
labeled-data,2023-12-14_10-07-12_1,img0630.png,521.5833132179463,269.74879491117895,515.7136326346592,282.43999617234,502.86379135773376,283.7091162984561,488.2689099073986,277.6807956994046,,
labeled-data,2023-12-14_10-07-12_1,img0722.png,515.1180354270357,267.3646051137083,511.46931506445185,279.4212463118113,498.4608337717618,280.21444639063384,483.8659523214266,273.7102057442888,,
labeled-data,2023-12-14_10-07-12_1,img0723.png,516.2285155373872,267.2059650979438,510.20019493833576,280.21444639063384,498.1435537402328,279.4212463118113,484.02459233719117,274.3447658073469,,
labeled-data,2023-12-14_10-07-12_1,img0728.png,516.9539093660335,265.68032615071957,512.4499269793505,280.73649584334555,498.5519241861572,281.37992189858596,482.5949580161946,276.48988387875875,,
labeled-data,2023-12-14_10-07-12_1,img0729.png,,,511.42044529096574,280.6078106322975,497.7798129198687,281.37992189858596,482.2089023830503,276.23251345666256,,
labeled-data,2023-12-14_10-07-12_1,img0743.png,491.20898141716515,286.1185442996031,473.5791075035774,297.3141576607866,462.2548089313459,295.76993512820957,449.00023219339306,286.1185442996031,,
labeled-data,2023-12-14_10-07-12_1,img0802.png,473.60001452392726,287.4723820337507,458.053292979005,299.8463032633827,444.5688916390214,296.832142963857,428.07032999951207,289.2174222071604,,
labeled-data,2023-12-14_10-07-12_1,img0810.png,472.64817442934014,287.78966206527974,458.84649305782756,299.2117432003247,443.93433157596337,296.9907829796215,429.18081010986367,288.74150215986685,,
labeled-data,2023-12-14_10-07-12_1,img0861.png,472.71285438693826,286.96957880853796,457.84971780905954,297.13909330919176,444.94225709669115,294.9878498571304,429.29685017260834,287.36071398164,,
labeled-data,2023-12-14_10-07-12_1,img0926.png,,,530.4052924194938,277.3867670675372,519.2579399860847,280.5158484523538,503.0258303023487,276.213361548231,,
labeled-data,2023-12-14_10-07-12_1,img0935.png,,,529.9655462758756,279.173558201261,518.900572476642,280.8437429256736,502.51188486834315,275.10248293550524,,
labeled-data,2023-12-14_10-07-12_1,img0983.png,,,526.9829607857747,275.8048658938474,515.7195196664943,277.86718609878614,498.74503797969146,271.6802254839701,,
labeled-data,2023-12-14_10-07-12_1,img1001.png,,,526.0311206911877,275.1703058307894,515.2435996192007,276.9153460041991,496.5240777589883,271.5215854682056,,
