scorer,,,AA,AA,AA,AA,AA,AA,AA,AA,AA,AA
bodyparts,,,Dig1,Dig1,Dig2,Dig2,Dig3,Dig3,Dig4,Dig4,PD,PD
coords,,,x,y,x,y,x,y,x,y,x,y
labeled-data,2023-12-14_10-48-30_1,img0019.png,374.5073923759162,282.93270286241886,350.25701164358776,288.99529804550093,339.30522679672976,284.10610838172505,334.02490195985183,271.0030800828057,,
labeled-data,2023-12-14_10-48-30_1,img0059.png,439.91987998597085,287.5124030007984,420.94982409052045,298.07305267455433,410.7803095898666,294.55283611663566,400.2196599161107,286.3389974814922,,
labeled-data,2023-12-14_10-48-30_1,img0076.png,438.10516714718506,287.04131968039417,420.9877061698843,295.96168666856505,411.5851571823529,293.7918676714424,401.70042619546086,285.59477368231245,,
labeled-data,2023-12-14_10-48-30_1,img0123.png,438.7847667528985,284.5433184378891,421.77038672295845,295.2995356981961,410.2318991164474,290.8014812075223,403.19146600061003,286.1078591302974,7.953509577594346,322.92407799643644
labeled-data,2023-12-14_10-48-30_1,img0127.png,437.21485463629904,285.18578851714466,421.56944771221623,294.96416784469636,410.6176628653582,293.00849197918603,399.4703104319492,284.4035181709405,10.262997310348567,322.51323510874124
labeled-data,2023-12-14_10-48-30_1,img0164.png,534.1542369964518,266.90870872074834,530.6641566496326,277.3789497612062,518.6075154515296,280.86903010802547,503.53671395390086,276.9030297139127,,
labeled-data,2023-12-14_10-48-30_1,img0170.png,532.9301657507382,266.76932789094275,529.713035474536,277.9649412521262,517.487940424968,280.2812750509918,502.56045594338997,275.7772926643088,,
labeled-data,2023-12-14_10-48-30_1,img0235.png,455.66210239672455,291.3470019191397,438.85586860732263,303.35145462585535,427.7908948080891,301.2637237203396,417.3522402805102,290.4075230116576,,
labeled-data,2023-12-14_10-48-30_1,img0248.png,446.9282939340289,295.89912587895293,433.7611726255743,304.4656867302366,421.70453142747135,301.9274464780044,406.4750899140781,293.6781656582498,,
labeled-data,2023-12-14_10-48-30_1,img0271.png,443.3553884715572,292.2412263943632,432.56786739957033,300.96642726141135,420.19394616993833,299.3800271037662,405.5990647196032,290.81346625248256,,
labeled-data,2023-12-14_10-48-30_1,img0282.png,443.93359912557685,287.6652617967805,432.5906791056168,300.96385768225093,421.0521914991057,297.0525059512302,406.189054921227,288.2519645564336,,
labeled-data,2023-12-14_10-48-30_1,img0286.png,442.56462601971964,285.12288317161705,432.98181427871884,299.98601974949577,420.0743535663505,297.24807353778124,406.38462250777803,287.8608293833315,,
labeled-data,2023-12-14_10-48-30_1,img0307.png,439.8762846594539,279.68414003114896,433.6348506324632,297.81401982383613,421.15198257848186,297.5168086796938,407.4802699479309,288.60047435542134,,
labeled-data,2023-12-14_10-48-30_1,img0348.png,505.7427657467796,268.75740378734633,501.8790208729282,284.80680557103665,482.56029650367134,289.5621838773153,464.7276278551265,279.45700497647323,6.289599101148816,323.2475992795283
labeled-data,2023-12-14_10-48-30_1,img0390.png,,,538.2947422323878,274.15070590515813,527.3029004321554,277.8146531719022,508.61676937176065,272.3187322717861,,
labeled-data,2023-12-14_10-48-30_1,img0419.png,,,532.4324266055971,270.486758638414,521.440584805365,274.15070590515813,501.655269564947,271.2195480917628,,
labeled-data,2023-12-14_10-48-30_1,img0444.png,,,489.19784885801715,288.8064949721344,478.2060070577849,288.0737055187856,463.9166127174831,279.28023207859974,,
labeled-data,2023-12-14_10-48-30_1,img0446.png,,,474.90845451771526,291.37125805885523,463.1838232641342,290.6384686055064,450.36000783053,281.1122057119718,,
labeled-data,2023-12-14_10-48-30_1,img0448.png,,,458.78708654404136,296.1343895056225,445.5968763837627,293.93602114557603,434.2386398568561,284.40975825204146,,
labeled-data,2023-12-14_10-48-30_1,img0456.png,,,440.8337449369954,293.56962641890163,430.9410873167864,296.50078423229684,409.6901931696708,291.3712580588552,,
labeled-data,2023-12-14_10-48-30_1,img0499.png,452.7485759475299,285.76679234602483,440.9351169631956,298.5446153290804,430.3271129772627,295.89261433259713,411.0398330028392,288.418793342508,,
labeled-data,2023-12-14_10-48-30_1,img0516.png,453.74328788791405,282.931819561552,439.8579892427905,296.81711820667556,427.34166370352426,294.27473958151205,411.5006891928904,287.8210092253279,,
labeled-data,2023-12-14_10-48-30_1,img0553.png,,,440.28539943393025,294.4167600371262,428.7469118274191,294.4167600371262,413.49264007643836,286.3984889885338,8.300843770542087,322.58226443390737
labeled-data,2023-12-14_10-48-30_1,img0572.png,,,541.5163826654137,278.0608980752332,532.8972594852837,282.8162763815118,515.3618019808813,278.0608980752332,,
labeled-data,2023-12-14_10-48-30_1,img0578.png,,,544.3516051383134,280.00269724575804,531.9878959327963,282.4067518134975,516.8766957927197,277.9420790448385,,
labeled-data,2023-12-14_10-48-30_1,img0618.png,,,534.7286292703277,273.9229134998012,524.7077277472265,276.82781829755976,502.60728852174475,272.1706376178605,,
labeled-data,2023-12-14_10-48-30_1,img0629.png,,,533.0860269157795,273.7489140172648,522.9198952429807,275.550506971938,498.59839035489256,270.9178393742069,,
labeled-data,2023-12-14_10-48-30_1,img0656.png,,,520.7825994274397,279.9073524733983,509.36051829239466,277.84503226845965,489.3718763060661,270.07167149599854,,
labeled-data,2023-12-14_10-48-30_1,img0668.png,463.4671933607497,289.17969872684915,456.3283926513467,298.8567396884844,442.209431248305,296.95305949931026,426.6627097033828,283.78593819085575,,
labeled-data,2023-12-14_10-48-30_1,img0789.png,,,552.8547659220064,274.50609614681446,543.0763865944547,276.4617720123248,525.6708713914124,273.91939338716134,,
labeled-data,2023-12-14_10-48-30_1,img0796.png,,,551.4096501662498,273.5035593077382,541.891249220379,276.99363965455746,522.2198872655795,274.1381193707963,,
labeled-data,2023-12-14_10-48-30_1,img0854.png,,,540.2488211542351,269.18993794233234,529.101468720826,271.92788415404686,507.9801693733142,268.6032351826792,,
labeled-data,2023-12-14_10-48-30_1,img0870.png,,,537.7223011498487,266.5020387584614,527.0934200936264,269.83347908951623,505.0424579023591,267.45387885304854,,
labeled-data,2023-12-14_10-48-30_1,img0881.png,,,536.0455040691581,268.5436187953235,525.2579829971712,270.13001895296856,502.7311007586104,266.1640185588558,,
labeled-data,2023-12-14_10-48-30_1,img0900.png,,,484.19004891613304,295.71118626066743,475.14756801755584,293.9661460872578,451.0342856213499,286.03414529903216,,
labeled-data,2023-12-14_10-48-30_1,img0929.png,,,482.8537107989564,293.8190000957246,472.5588939151096,292.0174071410514,448.7521298712137,284.0389240560701,,
